content,date,Sentiment
No longer able to add note to Todoist quickly using Google and Note-to-self. Yes you can do it but it takes 60 seconds instead of 10 seconds. Not sure if this is a Google change or a Todoist change but it removes one of the most useful parts on Todoist. I am a LONG TIME premium user looking for another tool.,2023-11-21,Negative
"I used to like this app. Been using it for a few years with tolerably okay results. But it's been having too many problems with sync, and with failing to load ""Karma"" data. Not only that, but if you miss checking a box but don't see that omission until the next day, there's nothing you can do about it. Maybe the fatal flaw of this app is that it has too many features for its own good. I'd like to get rid of sync entirely and just use the app on my Android, but apparently that can't be done, and if I delete my online account I delete everything. I think I just want to dump this flawed app and see if I can find a good app that does everything offline in one device with no registration required.",2024-04-29,Negative
"fantastic app a critical flaw... one touch completion, now when you brush the screen your tasks get set to complete and you can't find them easily.. (updated July 25) the developer asked me to respond to comment... thanks for responding. don't fuss on my part .",2022-03-03,Neutral
why does my theme switch from dark to light every time i open the app?,2025-03-14,Negative
use Google tasks instead,2022-08-04,Negative
"Some pretty basic standard features in other apps are missing. The options menu is very limited with no option to default a tasks due date, project, category etc. These have to be entered every single time a task is created which makes adding quick tasks on the fly very annoyingly slower than other apps. There is no sorting options or filters on views (ability to create custom views does not exempt this feature from being useful). Too many clicks to edit tasks, eg notes/comments, rescheduling.",2022-01-03,Negative
"I am not receiving my notifications on any of my tasks/projects I have scheduled, so I end up missing out on things I want to take care of. I have it turned on in Settings. Why is that?... I utilize the Smart Schedule tool, but still no notification. Pls help or fix.",2022-06-09,Neutral
"Awful UX/UI - I don't like how you have to use a rigid syntax to set recurrence for tasks. I like old fashioned controls, but Todoist is just trying to be different for no reason. Was on Premium for several months and gave it a fair shot - needless to say, I cancelled my subscription and switched to TickTick instead. I don't normally downvote apps, but this just didn't do it for me, and I spent money on it. I should have ignored the hype, so the fault is mine.",2024-02-20,Negative
"Mostly good but simply things like creating subtasks are incredibly fiddly, why can you do it from only projects? Why can you only do it by long pressing and dragging slightly to the right (to much marks is completed) allow a simple option on the menu. Deleting tasks is several options in etc. Doing almost anything other than straight adding tasks is cumbersome as hell and just frustrating. Needs some real UX love.",2025-02-17,Neutral
"technically a paid app(pay for reminders), UI not as attractive as related apps.",2024-06-11,Neutral
"Beautiful interface and design. Unfortunately most features are locked behind a subscription, including some important features such as viewing completed daily tasks. As is, other top rated To Do apps offer more features for absolutely no cost. Would consider paying a one time fee for it but the subscription is a deal breaker.",2025-01-17,Neutral
Too many premium features,2022-11-25,Negative
Notifications don't sync without opening the app.,2023-08-03,Negative
"it's clear to me that this is the best todo app, and I've used it for a long time, but having reminders be a premium feature is just unreasonable as it's impossible to use a todo app without them. I'll be switching to TickTick.",2024-08-09,Neutral
should tell the cost first,2023-09-27,Neutral
The splash screen says the account is free forever. But to have reminder of events / tasks a fairly fundemental aspect to a task reminder app its £3 per month. That's quite misleading. #response to the developer. Thank you for responding. The main point is that a reminder function is a key aspect of a to do list rather than a premium feature.... best wishes with the app.,2024-09-14,Negative
