content,Sentiment,Predicted Star Rating,Confidence
"I was keeping track of Christmas gifts by checking then off once they were purchased and looking back by selecting, ""show completed tasks"". Until today when I went to check and they are all deleted. Kind of a bummer. It was convenient that the purchased gifts were hidden and nobody could snoop on my phone unless they knew to select that option. But now I have to go through my hidden gift stash. Which if you are a parent... you know how immpossible that can be with kids around all the time.",Negative,1,0.39
Not very user friendly.,Negative,2,0.54
"Looks great, but not useful in free plan. And it's very expensive.",Negative,2,0.52
Yeah keep everything for premium and then say its free,Negative,1,0.26
I wish there would be a widget on lockscreen,Neutral,3,0.43
It seems like a good app with good features but it's not intuitive at all. I spent fifteen minutes trying to find a way to skip a repeating task this week and I could mark it done. I try deleting to see if it would delete just that occurrences but it deleted the whole thing. The icons are also not intuitive at all.,Negative,2,0.52
"The latest update is poorly designed for users with lots of tasks, completely changes the old interface, with attending bugs, out of the blue. Biggest fan to dead in the water overnight. Shocker.",Negative,1,0.53
"Revised review: Sometimes we seek out apps to help with deficiencies or make life work out. App was so great and so functional for months, until a few days ago. I was working around the changed, now cumbersome, reschedule/edit/rename tasks process. But Labels beyond a few characters are hidden now. Todoist Labels was The Thing for this app for me, with efficiently visually seeing/grouping tasks. Had made app ahead of many others. App needs more display settings then...to be usable again.",Neutral,3,0.38
The new update is awful. I have to do so many extra clicks to perform basic operations like moving tasks to different days. Multi-select doesn't work any more and the widget is totally broken. Rescheduling anything from the widget locks it up completely.,Negative,1,0.79
گزینه آندو ش میپره,Neutral,3,0.26
"Every update have been a step backwards. All the small changes only made everything less convenient and looks like will only continue to do so. The last straw for me is now you can't add things quickly (to default ""inbox"" project) anymore, now you have to spend several more clicks to designate a project, even though I just want to add quickly to the default inbox. Making the quick add widget useless now. Also premium pricing has always been terrible and greedy (monthly cost instead of one time).",Negative,2,0.55
"The premium version might be good but the free version is more restricted then other to-do apps, you can not even use the labels/ tags function without paying. If you are looking for a free todo list this is probably not the app for you.",Negative,2,0.41
"Guys you created a great app that I'd been using for years, but the latest update is weird. Modal views when selecting a single task (WHY do I need it instead of previous submenu for rescheduling??), no ability to choose multiple tasks (only by top menu - select tasks), strange icons.. That all makes me really sad. Rolled out to the previous friendly Todoist :(",Negative,2,0.46
(Sep 2013) took almost 1 year for decent reminders. Is still annoying to click twice to view the notes. Not very productive! (Oct 2019) with new interface the notes disappeared. The interface is just a copy of Wunderlist or TickTick. What is the point of paying a subscription when the competition offers the same functionality (reminders and notes) for nothing?,Negative,2,0.54
Not a fan of the new Foundations update. You promised so many new features and didn't deliver any of them. The update to Subtasks didn't fix some of the core issues with them.,Negative,2,0.57
To many features locked behind premium,Negative,2,0.42
New layout and functionality is no bueno. Don't like the interface for rescheduling tasks. Please fix!!!,Negative,2,0.42
Gud,Positive,5,0.43
Would even pay & advertise but I am not able to see in one view WHEN future stuff is taking place...,Neutral,3,0.36
why doesnt the widget remember to sort by date? i have to keep going into the app to select sort by date.. can this be fixed???,Negative,2,0.33
Versão Free não faz quase nada. Quase enganação falar que o app é gratuito,Negative,1,0.74
"I tested a few task apps, and this one looked promising at first. But very quickly I hit the paywall, even for basic and essential features such as reminders and labels. I'm going to use Trello instead.",Negative,2,0.57
You can't have your to do list as notifications,Neutral,3,0.28
"I hate when the things are no clear, basic features as reminders are in the premium membership",Neutral,3,0.28
"Kept getting ""an unknown error has occurred, please try again later"" .... Tried on several devices on my T3 connection, had no problem with other apps immediately after leaving this one. Uninstalled. Sad cuz it looked great. In re: dev's reply, yes I did that. I made sure it was plugged in and turned on too. I did take a look at the .apk and I've found an alternative for me for right now. Thanks.",Negative,2,0.3
